artist_name,track_name,release_date,genre,lyrics
Marvin Gaye,Got to Give It Up,1977,soul,"I used to go out to parties 
And stand around 
'Cause I was too nervous, baby 
To really get down 
But my body 
Yearned to be free 
I got up on the floor and thought 
Somebody could choose me 
No more standin' 
There beside the walls 
Finally got myself together, baby 
And I'm havin' a ball 
As long as you're groovin' 
There's always a chance 
Somebody watchin' 
Might wanna make romance 
Move your body 
Ooh baby, you dance all night 
To the groove and 
Feel alright 
Everybody's groovin' 
On like a fool 
But if you see me 
Spread out and let me in 
Baby, just party 
High and low 
Let me step into 
Your erotic zone 
Ooh, move it up 
Turn it 'round 
Ooh, ooh, baby, shake it down, oh, baby, ooh 
You can love me when you want to, babe 
This is such a groovy party, baby 
We're here face to face 
Baby, everybody's swingin' 
This is such a groovy place 
All the young ladies are so fine 
Geez, movin' your body 
Easy with no doubts 
I know what you thinkin', baby 
You wanna turn me out, hey 
Keep on dancin' (baby, ha, like a lady, lady) 
You got to give it up 
Keep on dancin' (baby, ha, like a lady, lady) 
You got to give it up 
Keep on dancin' (baby, ha, like a lady, lady) 
You got to give it up 
Keep on dancin' baby, ha, like a lady, lady 
You got to give it up 
Keep on dancin' baby, ha, like a lady, lady (ooh, baby) 
You got to give it up 
Keep on dancin' baby, ha, like a lady, lady (oh, oh) 
You got to give it up 
Keep on dancin' baby, ha, like a lady, lady 
You got to give it up 
Keep on dancin' baby, ha, like a lady, lady 
You got to give it up 
Keep on dancin' baby, ha, like a lady, lady 
You got to give it up 
Keep on dancin' baby, ha, like a lady, lady 
You got to give it up 
Keep on dancin' baby, ha, like a lady, lady 
You got to give it up 
Keep on dancin' baby, ha, like a lady, lady 
You got to give it up (give it up) 
Keep on dancin' baby, ha, like a lady, lady (give it up, give it up, baby) 
You got to give it up 
Keep on dancin' baby, ha, like a lady, lady 
You got to give it up 
Keep on dancin' baby, ha, like a lady, lady 
You got to give it up, keep on... 
Let's dance, and shout 
That's what it's all about 
Let's dance, and shout 
That's what it's all about, get down 
Let's dance, and shout 
That's what it's all about 
Let's dance, and shout 
That's what it's all about 
Let's dance, and shout 
That's what it is! 
Let's dance, and shout 
That's, aw! 
Let's dance, and shout (hey baby) 
That's what it's all about 
Let's dance, and shout 
That's what it's all about 
Let's dance, and shout 
That's what it's all about 
Let's dance, and shout 
That's what it's all about, yeah! 
Let's dance, and shout 
Oh baby, ooh 
Hey"
Prince,Purple Rain,1984,soul,"I never meant to cause you any sorrow 
I never meant to cause you any pain 
I only wanted one time to see you laughing 
I only wanted to see you 
Laughing in the purple rain 
Purple rain, purple rain 
I only want to see you 
Laughing in the purple rain"
Michael Jackson,Billie Jean,1982,soul,"She was more like a beauty queen from a movie scene 
I said don't mind, but what do you mean, I am the one 
Who will dance on the floor in the round? 
She said I am the one, who will dance on the floor in the round 
She told me her name was Billie Jean, as she caused a scene 
Then every head turned with eyes that dreamed of being the one 
Who will dance on the floor in the round 
People always told me be careful of what you do 
And don't go around breaking young girls' hearts 
And mother always told me be careful of who you love 
And be careful of what you do 'cause the lie becomes the truth 
Billie Jean is not my lover 
She's just a girl who claims that I am the one 
But the kid is not my son 
She says I am the one, but the kid is not my son 
For forty days and forty nights 
The law was on her side 
But who can stand when she's in demand 
Her schemes and plans 
'Cause we danced on the floor in the round 
So take my strong advice, just remember to always think twice 
(Do think twice, do think twice) 
She told my baby we'd danced 'til three, then she looked at me 
Then showed a photo my baby cried his eyes were like mine (oh, no) 
'Cause we danced on the floor in the round, baby 
People always told me be careful of what you do 
And don't go around breaking young girls' hearts 
She came and stood right by me 
Just the smell of sweet perfume 
This happened much too soon 
She called me to her room 
Billie Jean is not my lover 
She's just a girl who claims that I am the one 
But the kid is not my son 
Billie Jean is not my lover 
She's just a girl who claims that I am the one 
But the kid is not my son 
She says I am the one, but the kid is not my son 
She says I am the one, but the kid is not my son 
Billie Jean is not my lover 
She's just a girl who claims that I am the one 
But the kid is not my son 
She says I am the one, but the kid is not my son 
She says I am the one 
You know what you did, (she says he is my son) breaking my heart babe 
She says I am the one 
Billie Jean is not my lover 
Billie Jean is not my lover 
Billie Jean is not my lover 
Billie Jean is not my lover (don't Billie Jean) 
Billie Jean is not my lover 
Billie Jean is not my lover"
Stevie Wonder,Sir Duke,1976,soul,"Music is a world within itself 
With a language we all understand 
With an equal opportunity 
For all to sing, dance and clap their hands 
But just because a record has a groove 
Don't make it in the groove 
But you can tell right away at letter A 
When the people start to move 
They can feel it all over 
But they can feel it all over people 
They can feel it all over 
They can feel it all over people, no, yeah 
Music knows that it is and always will 
Be one of the things that life just won't quit 
But here are some of music's pioneers 
That time will not allow us to forget now 
For there's Basie, Miller, Satchmo 
And the king of all, Sir Duke 
And with a voice like Ella's ringing out 
There's no way the band could lose 
You can feel it all over 
You can feel it all over people 
You can feel it all over 
You can feel it all over people 
You can feel it all over 
You can feel it all over people 
You can feel it all over 
You can feel it all over, yeah go 
You can feel it all over 
You can feel it all over people 
You can feel it all over 
You can feel it all over people 
You can feel it all over 
You can feel it all over people 
You can feel it all over 
I can feel it all, all, all-all-all over now people 
Can't you feel it all over? 
Come on, let's feel it all over people 
You can feel it all over 
Everybody all over people, go"
Aretha Franklin,Think,1968,soul,"You better think (think) 
Think about what you're trying to do to me 
Think (think, think) 
Let your mind go, let yourself be free 
Let's go back, let's go back 
Let's go way on, way back when 
I didn't even know you 
You couldn't have been too much more than ten (just a child) 
I ain't no psychiatrist, I ain't no doctor with degrees 
But, it don't take too much high IQ's 
To see what you're doing to me 
You better think (think) 
Think about what you're trying to do to me 
Yeah, think (think, think) 
Let your mind go, let yourself be free 
Oh, freedom (freedom), freedom (freedom) 
Oh, freedom, yeah, freedom 
Freedom (freedom), oh, oh freedom (freedom) 
Freedom, oh freedom 
Hey, think about it, think about it 
There ain't nothing you could ask 
I could answer you but I won't (I won't) 
But I was gonna change, but I'm not 
If you keep doing things I don't 
You better think (think) 
Think about what you're trying to do to me 
Oh Lord, think (think) 
Let your mind go, let yourself be free 
People walking around everyday 
Playing games, taking scores 
Trying to make other people lose their minds 
Ah, be careful you don't lose yours, oh 
Think (think) 
Think about what you're trying to do to me, ooh 
Think (think) 
Let your mind go, let yourself be free 
You need me (need me) 
And I need you (don't you know) 
Without each other there ain't nothing people can do, oh 
Oh, hey, think about it, baby (What are you trying to do me) 
Yeah, oh baby, think about it now, yeah 
(Think about forgiveness, dream about forgiveness) 
Think about forgiveness 
Think about it, baby, baby 
Think about forgiveness 
Think about forgiveness 
Think about forgiveness"
Tina Turner,River Deep – Mountain High,1966,soul,"When I was a little girl, I had a rag doll 
It was the only doll that I've ever owned 
Now I love you just the way I loved that rag doll 
But only now my love has grown 
And it gets stronger in every way 
And it gets deeper, deeper, deeper, let me say 
Then it gets higher, day by day 
And do I love you, my oh my 
Lord, Lord, Lord, Lord, (river deep, Lord, mountain high) 
Oh no, no, if I ever, ever lost you would I cry 
Oh, how I love you baby (baby, baby, baby) 
Well now, when you were a young boy 
Did you have a puppy? 
That always followed you 'round, 'round, 'round 
'Round, 'round, 'round 
Well, I'm gonna be as faithful as that puppy 
And no, I ain't never gonna let you down 
'Cause it goes on and on like a river flows 
Lord, it gets sweeter, sweeter, sweeter, and heaven knows 
And it gets sweeter, baby, oh, as it grows 
And do I love you, my oh my 
Lord, Lord, Lord, Lord (river deep Lord, mountain high) 
I wanna tell you that if I ever, ever, ever, ever lost you would I cry 
Oh, I love you baby (baby, baby, baby) 
And it get stronger, in every way, every way 
And it gets deeper, deeper, deeper, baby let me say 
And it gets higher, day by day 
Oh, and do I love you, my oh my, my, my, my, my 
(River deep, Lord, mountain high) 
I wanna tell you that if I ever, ever, ever lost you, baby would I cry 
Oh, I do love you, baby, baby, baby, baby 
I love you baby like the water love the sink 
And I love you, baby 
Like flowers love the spring 
I love you, baby"
James Brown,Get Up (I Feel Like Being a) Sex Machine,1970,soul,"Fellas, I'm ready to get up and do my thing (yeah go ahead!) 
I wanta get into it, man, you know (go ahead!) 
Like a, like a sex machine, man, (yeah go ahead!) 
Movin' and doin' it, you know 
Can I count it off? (Go ahead) 
One, two, three, four! 
Get up, (get on up) 
Get up, (get on up) 
Stay on the scene, (get on up), like a sex machine, (get on up) 
Get up, (get on up) 
Get up, (get on up) 
Stay on the scene, (get on up), like a sex machine, (get on up) 
Get up, (get on up) 
Stay on the scene, (get on up), like a sex machine, (get on up) 
Wait a minute! 
Shake your arm, then use your form 
Stay on the scene like a sex machine 
You got to have the feeling sure as you're born 
Get it together, right on, right on. 
Get up, (get on up) 
Get up, (get on up) 
Get up, (get on up) 
Hah! 
Get up, (get on up) 
Get up, (get on up) 
Get up, (get on up) 
Get up, (get on up) 
You said, you said you got the, 
You said the feeling, 
You said the feeling you got to get 
You give me the fever 'n' a cold sweat. 
The way i like, it is the way it is, 
I got mine 'n' don't worry 'bout his 
Get up, (get on up) 
Stay on the scene, (get on up), like a sex machine, (get on up) 
Get up, (get on up) 
Get up, (get on up) 
Bobby! Should I take 'em to the bridge? 
(Go Ahead!) 
Take 'em on to the bridge! 
(Take em to the bridge!) 
Should I take 'em to the bridge? 
(Yeah!) 
Take 'em to the bridge? 
(Go Ahead!) 
Hit me now! 
Come on! 
Stay on the scene, like a sex machine! 
The way I like it is, is the way it is 
I got mine, (dig it!), he got his 
Stay on the scene, like a lovin' machine 
Stay on the scene, like a lovin' machine 
Stay on the scene 
I wanna count it off one more time now 
(Go ahead!) 
You wanna hear it like it did on the top fellas? 
(Yeah!) 
Hear it like it did on the top? 
(Yeah!) 
Hit it now! 
Get on up, (get on up) 
Get up, (get on up) 
Get up, (get on up) 
Get on up, (get on up) 
Stay on the scene, (get on up), like a lovin' machine, (get on up) 
Get up, (get on up) 
Taste, (get on up) 
Bein', (get on up) 
Taste, (get on up) 
Bein', (get on up) 
Get up, (get on up) 
Get up, (get on up) 
Stay on the scene, (get on up), like a sex machine, (get on up) 
You gotta have the feelin, (get on up) 
Sure as you're born, (get on up) 
Get it together, right on, right on 
Right on, right on, (right on, right on) 
Right on, right on, (right on, right on) 
Right on, right on, (right on, right on) 
Get up, (get on up) 
Get up, (get on up) 
And then, shake your money maker, 
Shake your money maker, 
Shake your money maker, 
Shake your money maker, 
Shake your money maker, 
Shake your money maker, 
Shake your money maker 
Get up, (get on up) 
Get up, (get on up) 
Get up, (get on up) 
Get up, (get on up) 
Get up, (get on up) 
Huh! 
Get up, (get on up) 
Get up, (get on up) 
Get up, (get on up) 
Can we hit it like we did one more time, from the top 
Can we hit like that one more time 
(One more time!) 
One more time! 
Let's hit it and quit! (Go ahead!) 
Can we hit it and quit? (Yeah!) 
Can we hit it and quit? (Yeah!) 
Can we hit it and quit? (Yeah!) 
Hit it!"
Chaka Khan,I'm Every Woman,1978,soul,"Whatever you want, whatever you need 
Anything you want done baby, I'll do it naturally 
'Cause I'm every woman 
It's all in me, it's all in me 
I'm every woman 
It's all in me 
Anything you want done baby 
I do it naturally 
I'm every woman 
It's all in me 
I can read your thoughts right now 
Every one from A to Z 
I can cast a spell of secrets you can tell 
Mix a special brew, put fire inside of you 
Anytime you feel danger or fear 
Then instantly I will appear, 'cause 
I'm every woman 
It's all in me 
Anything you want done baby 
I do it naturally 
Oh, I can sense your needs like rain onto the seeds 
I can make a rhyme of confusion in your mind 
And when it comes down to some good old fashioned love 
I got it, I got it, I got it, got it, baby, baby 
I'm every woman 
It's all in me 
Anything you want done baby 
I do it naturally 
I'm every woman 
It's all in me 
I can read your thoughts right now 
Every one from A to Z 
I ain't braggin', 'cause I'm the one 
Just ask me, ooh, and it shall be done 
And don't bother to compare 
I've got it, I've got it, got it got it, got it 
I'm every woman 
I'm every woman 
I'm every woman"
Luther Vandross,Never Too Much,1981,soul,"I can't fool myself, I don't want nobody else to ever love me 
You are my shinin' star, my guiding light, my love fantasy 
There's not a minute, hour, day or night that I don't love you 
You're at the top of my list 'cause I'm always thinkin' of you 
I still remember in the days when I was scared to touch you 
How I spent my day dreamin' plannin' how to say I love you 
You must have known that I had feelings deep enough to swim in 
That's when you opened up your heart and you told me to come in 
Oh, my love 
A thousand kisses from you is never too much 
I just don't wanna stop 
Oh, my love 
A million days in your arms is never too much 
I just don't wanna stop 
Too much, never too much, never too much, never too much 
Woke up today, looked at your picture just to get me started 
I called you up, but you weren't there and I was broken hearted 
Hung up the phone, can't be too late, the boss is so demandin' 
Opened the door up and to my surprise, there you were standin' 
Well, who needs to go to work to hustle for another dollar 
I'd rather be with you 'cause you make my heart scream and holler 
Love is a gamble and I'm so glad that I'm winnin' 
We've come a long way and yet this is only the beginnin' 
Oh, my love 
A thousand kisses from you is never too much 
(Never too much, never too much, never too much) 
I just don't wanna stop 
Oh, my love 
A million days in your arms is never too much 
(Never too much, never too much, never too much) 
And I just don't wanna stop 
Oh, my love 
A thousand kisses from you is never 
(Never too much, never too much, never too much) 
I just don't wanna stop 
Oh, my love 
A million days in your arms is never too much"
Whitney Houston,I Will Always Love You,1992,soul,"If I should stay, 
I would only be in your way. 
So I'll go 
But I know 
I'll think of you every step of the way. 

And I will always love you 
I will always love you. 
You,My Darling you... 

Bittersweet Memories 
That is all I'm taking with me. 
So, goodbye.Please don't cry. 
We both know 
I'm not what you-you need 

And I will always love you, 
I will always love you 

I hope life treats you kind. 
And I hope you have all you dream of. 
And I'm wishing you joy and happiness. 
But above all this - I wish you love. 

And I will always love you. 
I will always love you. 
I will always love you. 
I will always love you. 

I will always love you 
I will always love you... 
You, darling I love you. 
Ooh I'll always,I'll always love- you..."
Boyz II Men,End of the Road,1994,soul,"Girl you know we belong together 
I don't have no time for you 
To be playing with my heart like this 
You'll be mine forever baby 
You just wait 
We belong together 
And you know that I'm right 
Why do you play with my heart? 
Why do you play with my mind? 
Said we'd be forever 
Said it'd never die 
How could you love me and leave me 
And never say goodbye? 
When I can't sleep at night 
Without holding you tight 
Girl, each time I try 
I just break down and cry 
Pain in my head 
Oh, I'd rather be dead 
Spinning around and around 
Although we've come 
To the end of the road 
Still I can't let go 
It's unnatural 
You belong to me 
I belong to you 
Come to the end of the road 
Still I can't let go 
It's unnatural 
You belong to me 
I belong to you 
Girl, I know you really love me 
You just don't realize 
You've never been there before 
It's only your first time 
Maybe I'll forgive you 
Maybe you'll try 
We should be happy together forever 
You and I 
Will you love me again 
Like you loved me before? 
This time I want you to love me much more 
This time instead 
Just come to my bed 
And baby just don't let me, don't let go 
Although we've come 
To the end of the road (end of the the road) 
Still I can't let go (the end of the road and I can't let go, baby) 
It's unnatural 
You belong to me 
I belong to you (I don't know what I'm gonna do) 
Come to the end of the road (I don't know what I'm gonna do) 
Still I can't let go ('cause I know I've come to the end of the road) 
It's unnatural (oh my god, oh my god, help me out a little bit, baby) 
You belong to me 
I belong to you 
Girl, I'm here for you 
All those times at night when you just hurt me 
And just ran out with that other fella 
Baby, I knew about it, I just didn't care 
You just don't understand how much I love you, do you? 
I'm here for you 
I'm not out to go out there and cheat at night (maybe I'll forgive you) 
Just like you did baby, but that's alright 
I love you anyway (maybe you will try) 
And I'm still going to be here for you until my dying day, baby 
Right now, I'm just in so much pain, baby (we should be happy together forever) 
'Cause you just won't come back to me, will you? (You and I) 
Just come back to me 
Yes baby, my heart is lonely (lonely, lonely) 
My heart hurts baby, yes, I feel pain too (lonely, lonely) 
Baby, please 
This time instead just come to my bed 
And baby just don't let me, don't let go 
Although we've come 
To the end of the road 
Still I can't let go 
It's unnatural 
You belong to me 
I belong to you 
Come to the end of the road 
Still I can't let go 
It's unnatural 
You belong to me 
I belong to you 
Although we've come 
To the end of the road 
Still I can't let go 
It's unnatural 
You belong to me 
I belong to you 
Come to the end of the road 
Still I can't let go 
It's unnatural 
You belong to me 
I belong to you"
TLC,Waterfalls,1994,soul,"A lonely mother gazin' out of the window 
Staring at her son that she just can't touch 
If at any time he's in a jam, she'll be by his side 
But he doesn't realize he hurts her so much 
But all the praying just ain't helping at all 
'Cause he can't seem to keep his self out of trouble 
So he goes out and he makes his money the best way he knows how 
Another body layin' cold in the gutter, listen to me 
Don't go chasin' waterfalls 
Please stick to the rivers and the lakes that you're used to 
I know that you're gonna have it your way or nothing at all 
But I think you're moving too fast 
Little precious has a natural obsession 
For temptation but he just can't see 
She gives him loving that his body can't handle 
But all he can say is, ""baby, it's good to me"" 
One day he goes and take a glimpse in the mirror 
But he doesn't recognize his own face 
His health is fading and he doesn't know why 
Three letters took him to his final resting place, y'all don't hear me 
Don't go chasin' waterfalls 
Please stick to the rivers and the lakes that you're used to 
I know that you're gonna have it your way or nothing at all 
But I think you're moving too fast 
Ah, c'mon 
I seen a rainbow yesterday 
But too many storms have come and joined 
Leavin' a trace of not one God-given ray 
Is it because my life is ten shades of gray 
I pray, all ten fade away, seldom praise Him for the sunny days 
And like His promise is true, only my faith can undo 
The many chances I blew to bring my life to anew 
Clear and blue and unconditional 
Skies have dried the tears from my eyes, no more lonely cries 
My only bleedin' hope is for the folk who can't cope 
With such an endurin' pain that it keeps them in the pourin' rain 
Who's to blame for tootin' 'caine into your own vein 
What a shame, you shoot and aim for someone else's brain 
You claim the insane and ain't this day and time for fallin' 
Prey to crime I say the system got you victim to your own mind 
Dreams are hopeless aspirations in hopes of coming true 
Believe in yourself, the rest is up to me and you 
Don't go chasin' waterfalls 
Please stick to the rivers and the lakes that you're used to 
I know that you're gonna have it your way or nothing at all 
But I think you're moving too fast 
Oh, you're moving too fast 
Don't go chasin' waterfalls 
Please stick to the rivers and the lakes that you're used to 
I know that you're gonna have it your way or nothing at all 
But I think you're moving too fast"
Usher,U Got It Bad,1997,soul,"Oh-oh, no, no, no, no, no, no, no, no 
No-ooh 
When you feel it in your body you found somebody who 
Makes you change your ways like hanging with your crew 
Said you act like you're ready but you don't really know 
And everything in your past, you wanna let it go 
I've been there, done it, humped around, ha 
After all that this is what I found 
Nobody wants to be alone 
If you're touched by the words in this song 
Then maybe 
You got it, you got it bad 
When you're on the phone 
Hang up and you call right back (oh, you) 
You got it, you got it bad 
If you miss a day without your friend, your whole life's off track 
Know you got it bad when you're stuck in the house 
You don't wanna have fun 
It's all you think about 
You got it bad when you're out with someone 
But you keep on thinkin' 'bout somebody else 
You got it bad 
When you say that you love 'em 
And you really know 
Everything that used to matter, don't matter no more 
Like my money, all my cars 
(You can have it all back) 
Flowers, cards, and candy 
(I do it just 'cause I'm-) 
Said I'm fortunate to have you, girl 
I want you to know 
I really adore you 
All my people who know what's going on 
Look at your mate, help me sing my song 
Tell her, ""I'm your man, you're my girl 
I'm gonna tell it to the whole wide world"" 
Ladies say, ""I'm you gIrl, you're my man 
Promise to love you the best I can"" 
See I've been there, done it, humped around 
After all that this is what I found 
Every one of ya'll are just like me 
It's too bad that you can't see 
That you got it bad, hey 
You got it, you got it bad 
When you're on the phone 
Hang up and you call right back 
You got it, you got it bad 
If you miss a day without your friend, your whole life's off track 
Know you got it bad when you're stuck in the house 
You don't wanna have fun 
It's all you think about (look at yourself) 
You got it bad when you're out with someone 
But you keep on thinkin' 'bout somebody else 
You got it bad 
You got it, you got it bad 
When you're on the phone 
Hang up and you call right back 
You got it, you got it bad 
And if you miss a day without your friend, your whole life's off track 
Know you got it bad when you're stuck in the house 
You don't wanna have fun 
It's all you think about 
You got it bad when you're out with someone 
But you keep on thinkin' 'bout somebody else"
Destiny's Child,Say My Name,1999,soul,"You've been dressing up the truth 
I've been dressing up for you 
Then you leave me in this room, this room 
Pour a glass and bite my tongue 
You say I'm the only one 
If it's true, then why you running, you running? 
Ooh-woah-oh 
If you're really being honest 
If you really want this (ooh-woah-oh) 
Why you acting like a stranger? 
What's with your behavior? (Ooh-woah-oh) 
Say my name, say my name 
If you love me, let me hear you 
Say my name, say my name 
I am dying to believe you 
I feel alone in your arms 
I feel you breaking my heart 
Say my name, say my name 
If you love me, let me hear you 
Let me hear you 
I got darkness in my head 
Don't believe a word you said 
Still I let you in my bed, my bed (yeah) 
Got too many different sides 
Got designer in your eyes 
Something has to change tonight, tonight, tonight 
Ooh-woah-oh 
If you're really being honest 
If you really want this (ooh-woah-oh) 
Why you acting like a stranger? 
What's with your behavior? (Ooh-woah-oh) 
Say my name, say my name 
If you love me, let me hear you 
Say my name, say my name 
I am dying to believe you 
I feel alone in your arms 
I feel you breaking my heart 
Say my name, say my name 
If you love me, let me hear you 
Yeah, yeah, yeah (let me hear you) 
Woo, woo (let me hear you) 
Eres candela (let me hear you) 
Mi única nena 
J Balvin, man, leggo, come on 
Escucha cómo digo tu nombre 
Desde Medellín hasta Londres 
Cuando te llamo, la maldad responde (let's go) 
No pregunta cuándo, sólo dónde (no, no) 
Te dejas llevar, de lo prohibido eres adicta 
Una adicción que sabes controlar 
Y te dejas llevar, lo más caliente en la pista 
Todo lo que tienes de muestra, ¿pa' qué lo dan? 
Mordiendo mis labios verás 
Que nadie más está en mi camino (yeah yeah) 
Nada tiene por qué importar 
Déjalo atrás, estás conmigo 
Mordiendo mis labios verás 
Que nadie más está en mi camino (yeah yeah) 
Nada tiene por qué importar 
Déjalo atrás, estás conmigo 
Say my name, say my name 
If you love me, let me hear you 
Say my name, say my name 
I am dying to believe you 
I feel alone in your arms 
I feel you breaking my heart 
Say my name, say my name 
If you love me, let me hear you"
Millie Jackson,Caught Up,1973,soul,"G's up 
G's up 
Yeah, yeah, come on 
You know how we do 
I'm the kind of brother 
Who been doing it my way, getting my way for years 
In my career 
And every lover 
In and out my life, I've hit, love and left the tears 
Without a care 
Until I met this girl who turned the tables around 
She caught me by surprise 
I never thought I'd be the one breaking down 
I can't figure it out, why 
I'm so (caught up) 
Got me feeling it (caught up) 
I don't know what it is 
But it seems she's got me twisted 
I'm so (caught up) 
Got me feeling it (caught up) 
I'm losing control 
This girl's got a hold on me 
Let me go, baby 
Now listen 
My mama told me 
""Be careful who you do 'cause karma comes back around"" 
Same old song, nah 
But I was so sure 
That it wouldn't happen to me 'cause I know how to put it down 
But I was so wrong 
This girl was mean (so mean), she really turned me out 
Her body was so tight 
I'm looking for her in the daytime with a flashlight 
My homies say this girl is cramping my style 
And I can't figure it out, but 
I'm so (caught up) 
Got me feeling it (caught up) 
I don't know what it is 
But it seems she's got me twisted 
I'm so (caught up) 
Got me feeling it (caught up) 
I'm losing control 
This girl's got a hold 
I'm so (caught up) 
Really feeling it (caught up) 
I don't know what it is 
But it seems she's got me twisted 
I'm so (caught up) 
Really feeling it (caught up) 
I'm losing control 
This girl's got a hold on me 
And I think I like it, baby 
Oh no, oh no, oh, yeah, oh my, oh 
This girl was mean, she really turned me out 
Yeah, yeah, yeah, sugar 
My homies say this girl is cramping my style 
I'm so (caught up) 
I'm feeling it (caught up) 
I don't know what it is (what it is) 
But it seems she's got me twisted 
I'm so (caught up) 
Really feeling it (caught up) 
I'm losing control 
This girl got a hold 
I'm so (caught up) 
I'm so (caught up) 
I don't know what it is 
But it seems she's got me twisted 
I'm (caught up) 
Really feeling it (caught up) 
I'm losing control 
This girl's got a hold on me 
Oh, oh 
Oh, oh"
The Emotions,Best of My Love,1977,soul,"Doesn't take much to make me happy 
And make me smile with glee 
Never never will I feel discouraged 
'Cause our love's no mystery 
Demonstrating love and affection 
That you give so openly, yeah 
I like the way you make me feel about you, baby 
Want the whole wide world to see 
Oh oh, you've got the best of my love 
Oh oh (oh), you've got the best of my love 
Oh oh, you've got the best of my love 
Oh oh (oh), you've got the best of my love 
Goin' in and out of changes 
The kind that come around each day 
My life has a better meaning 
Love has kissed me in a beautiful way 
Oh, yeah 
(My love, my love) 
Oh, oh, oh, yeah 
(My love, my love) ooh 
(Ooh, ooh, ooh, ooh, ooh) 
Oh, got the best of my love 
Oh oh (yes you do), you've got the best of my love 
Oh oh, you've got the best of my love 
Oh oh, you've got the best of my love 
Demonstrating sweet love and affection 
That you give so openly, yeah 
The way I feel about you, baby, can't explain it 
Want the whole wide world to see 
Oh, but in my heart you're all I need 
You for me and me for you (my love, my love) 
Oh yeah, it's growing everyday, baby (my love, my love) 
Oh oh oh oh oh oh, you've got the best of my love 
Oh oh oh oh oh oh, you've got the best of my love 
Oh, giving you the best of my love 
My love (my love), my love (my love) 
Oh, giving you the best of my love 
My love (my love), oh yeah 
Oh oh oh oh oh oh, you've got the best of my love 
Oh oh oh oh oh oh, you've got the best of my love 
Oh, giving you the best of my love 
(You've got the best, you've got the best) 
(You've got the best, you've got the best love) 
Oh, giving you the best of my love"
Sister Sledge,We Are Family,1979,soul,"Please, yes, thank you 
(Woah, hello, hey) 
We, we are family (yeah, woah) 
Hey, hey, hey 
If you want a chance, just join your hands with us 
If you want to get up, get up and sing, yeah 
We are family 
I got all my sisters with me 
We are family 
Get up everybody and sing 
We are family 
I got all my sisters with me 
We are family 
Get up everybody and sing 
Everyone can see we're together 
As we walk on by (and) 
And we fly just like birds of a feather 
I won't tell no lie (all) 
All of the people around us, they say, yeah, yeah 
Can they be that close 
Just let me state for the record 
We're giving love in a family dose 
We are family 
Hey, hey, hey, hey, yeah 
I got all my sisters with me 
Woah, ah, woah, ah, ah 
We are family 
Na, na, na, oh, ooh, yeah 
Get up everybody and sing 
We are family 
I got all my sisters with me (yeah) 
We are family 
Get up everybody and sing 
Living life is fun and we've just begun 
To gain our share of this world's delights (high) 
Our high hopes we had for the future 
And our goal's in sight 
No (we), we don't get depressed 
'Cause here's what we call our golden rule 
Have faith in you and the things you do 
You won't go wrong, oh no 
This is our family jewel 
We are family 
Hey, hey, hey, hey, yeah 
I got all my sisters with me 
Woah, ah, woah, ah, ah 
We are family 
I got my sisters with me 
Get up everybody and sing 
Everybody get up 
We are family 
Na, na, na, na, yeah 
I got all my sisters with me 
Tell me, come on and sing it to me 
We are family 
Sing it, sing it baby 
Get up everybody and sing 
Yeah, yeah, eh 
Yeah, yeah, yeah 
Gonna get down 
Get up, get up, get up and sing it to me 
Hey, hey, hey 
Oh, I can hear ya 
Sing it Jonnie (ooh) 
Have faith in you and the things you do 
Hey, hey, uh, uh, huh, he-e-e-ey, eh yeah 
Get up, get up, yeah 
Uh, uh, ehehe, woah 
I got my sisters with me 
Linda, Michelle, tell me everybody 
He-he-hey now, he-he-hey how, yeah he-hey how 
Get up, get up and sing it to me 
Woah, yeah, yeah, yeah, eh, eh 
We're having fun 
Life, life has just begin for me 
Me, me and my family 
Get up, get up and sing it 
Huh-huh-huh, ah, uh-uh-uh-uh-huh-huh-huh, yeah 
Get up, get up and (sing it) sing it 
Sing it, sing it, sing it, sing it to me, yeah 
Yeah, we fly together like birds of a feather 
He-hey, he-he-he-hey, uh, na, na, na 
Come on Joey, sing that song 
Huh, hey, get up 
I mean, I can feel the energy in here tonight 
I'll tell you what, we feel like one big family 
(Woah) 
We want you to raise your hand 
High in the air, come on everybody 
Reach out, reach out, reach out, let's go again 
Reach out, reach out, reach out, reach out 
We want you to repeat it 
Loud and clear, here we go 
One, two, one, two, you sing 
(We are family) 
(I got all my sisters with me) 
Got my brothers with me 
(We are family) 
Sing it, sing it to me 
Get up everybody and sing 
Come on everybody 
my sisters with me 
My brothers with me, come on 
Hey, he-e-ey 
I got my sisters with me 
Yeah-ee-yeah-ee-yeah 
I got my sisters right here, right now 
One more time 
He-hey ee-yeah-ee-yeah 
(I got) all my sisters 
He-he-he-he-he-hey ee-yeah, woah 
Woah, woah, woah, woah, woah 
We are family, we are family, we are family, we are family 
We are family, we are family, we are family 
We love you 
Oh man, it's gonna be a hot night"
